,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Age,Gender,Education,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiouness,Impulsiveness,Sensation Seing
515,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,More than a year,More than a year,Less than a year,Never,More than a year,35-44,Female,School Dropout,9.840894351534292,10.512136789729775,8.279956084812017,5.321213730674642,10.749142698795737,8.56948605880682,7.762342477019955
516,More than a year,Never,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,11.211242021343695,9.526959953328262,11.553030180356698,8.691793000727408,12.711871745430614,6.758404574067456,9.313161059044399
517,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,More than a year,Never,Never,More than a year,More than a year,Never,Less than a year,Never,More than a year,25-34,Male,Professional certificate,11.830034029405088,8.242326500566598,11.060927465452414,9.55296216328557,7.744027756930573,11.306852854668904,16.51503296076956
518,Less than a year,More than a year,More than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,Never,Never,Less than a year,Never,More than a year,25-34,Male,Masters or Doctorate Degree,9.840894351534292,10.983435809562208,6.471984636161372,13.215774342158436,15.229681672805366,11.306852854668904,16.51503296076956
519,Less than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Female,University Degree,10.947258132256106,9.082662121670285,7.441033496665879,7.803461534020714,12.711871745430614,4.308016529682876,0.0
520,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Female,School Dropout,12.151539930753945,9.082662121670285,7.858778341651095,8.691793000727408,10.355938759251348,6.758404574067456,4.4879643818699515
521,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,10.40896132401544,10.983435809562208,10.540454761850786,6.1236996155134005,9.587889249385167,11.306852854668904,10.791183462868197
522,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Less than a year,Never,Never,Never,Less than a year,Never,Never,18-24,Male,college - no degree,9.550998843920343,11.454429386089501,10.02710694125534,7.803461534020714,6.369517024789571,10.071451478417035,10.791183462868197
523,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,Never,More than a year,35-44,Female,School Dropout,10.68645012310245,7.537668795606503,4.678910670160018,10.379175374383724,11.200625801013752,4.308016529682876,0.0
524,Less than a year,More than a year,More than a year,Less than a year,Never,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,Never,More than a year,Less than a year,More than a year,Never,Never,More than a year,45-54,Female,University Degree,8.269486768898341,11.94808685585825,14.043500649335929,15.887725294138022,17.597333995312265,10.071451478417035,10.791183462868197
525,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,55-64,Male,School Dropout,4.733367070874065,11.454429386089501,6.978855290387562,9.950091791846113,11.200625801013752,6.758404574067456,7.762342477019955
526,Less than a year,Never,More than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,More than a year,Never,Never,More than a year,Never,More than a year,Never,Less than a year,Never,Never,18-24,Male,Professional certificate,12.986351136564322,5.795908892370942,9.573802452902905,4.4406759112794285,6.002089852093894,12.594702071708037,10.791183462868197
527,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Male,Masters or Doctorate Degree,12.151539930753945,9.526959953328262,10.02710694125534,11.704268609497857,5.26316549088432,11.306852854668904,9.313161059044399
528,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Less than a year,Never,More than a year,Never,More than a year,Never,More than a year,Never,More than a year,Less than a year,Never,More than a year,25-34,Female,Professional certificate,12.46550682739983,13.402821685252892,10.540454761850786,9.950091791846113,9.980804535325428,8.56948605880682,16.51503296076956
529,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,55-64,Male,University Degree,12.986351136564322,10.010140717730678,12.491992603076007,4.4406759112794285,11.68830606518953,8.56948605880682,4.4879643818699515
530,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,45-54,Male,University Degree,13.313615175363482,5.394037135797039,8.279956084812017,10.830831668764215,7.405263887124895,8.56948605880682,14.218653520690163
531,Less than a year,Never,Never,More than a year,Less than a year,Never,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,18-24,Female,University Degree,9.550998843920343,10.512136789729775,8.279956084812017,14.650440485399901,13.273533928344628,10.071451478417035,4.4879643818699515
532,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Male,Masters or Doctorate Degree,9.249735467010176,9.526959953328262,8.279956084812017,5.321213730674642,8.116448636977681,11.306852854668904,10.791183462868197
533,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Female,Masters or Doctorate Degree,4.733367070874065,17.09660866298302,9.139897077826394,14.186603008925168,14.21985590412082,10.071451478417035,4.4879643818699515
534,Less than a year,Less than a year,Never,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,25-34,Female,University Degree,12.986351136564322,10.010140717730678,13.462855070163904,4.000392568901616,8.477496565022111,10.071451478417035,9.313161059044399
535,Less than a year,Never,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,Never,Never,Never,More than a year,Never,Never,18-24,Female,University Degree,14.357737645604448,12.4595211259862,7.441033496665879,12.71784687503608,8.116448636977681,11.306852854668904,10.791183462868197
536,Never,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Female,college - no degree,12.46550682739983,9.082662121670285,6.471984636161372,12.196538465979286,7.405263887124895,4.308016529682876,2.6493609085522998
537,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Female,University Degree,13.644915846602032,9.082662121670285,10.540454761850786,11.704268609497857,11.68830606518953,10.071451478417035,12.399149044675154
538,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Male,Masters or Doctorate Degree,6.3401248684755345,13.928306347417324,10.02710694125534,11.704268609497857,15.229681672805366,0.0,4.4879643818699515
539,Less than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,University Degree,7.156949315033934,10.983435809562208,10.02710694125534,7.35307531549839,10.355938759251348,4.308016529682876,2.6493609085522998
540,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,University Degree,10.947258132256106,12.4595211259862,10.540454761850786,12.196538465979286,11.200625801013752,10.071451478417035,10.791183462868197
541,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,More than a year,More than a year,Less than a year,More than a year,Never,More than a year,Less than a year,Never,More than a year,35-44,Male,School Dropout,12.46550682739983,12.4595211259862,13.462855070163904,6.50114306827235,7.071609186112298,10.071451478417035,16.51503296076956
542,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,More than a year,Never,More than a year,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,25-34,Female,University Degree,12.733141494355394,11.94808685585825,7.441033496665879,7.803461534020714,10.749142698795737,8.56948605880682,9.313161059044399
